file_id,segment_id,start,end,duration,text,asr_conf_mean,asr_conf_std,word_count,segment_path,label
014_2025.03.06,014_2025.03.06_segment_0000,0.537,5.3735,4.8365,Система,0.765,0.0,1,data/segments/014_2025.03.06/segment_0000.wav,
014_2025.03.06,014_2025.03.06_segment_0001,5.3735,10.21,4.836500000000001,"Система мира, Ксения и Войл.",0.805,0.1366766256534013,5,data/segments/014_2025.03.06/segment_0001.wav,
014_2025.03.06,014_2025.03.06_segment_0002,10.27,14.716,4.446,"Меня пугает этот мир не потому, что он жестокий, не потому, что он прогнил,",0.9154285714285714,0.098148799346639,14,data/segments/014_2025.03.06/segment_0002.wav,
014_2025.03.06,014_2025.03.06_segment_0003,14.716,19.162,4.446,"прогнил, а потому, что ты один, даже когда ты не одинокий.",0.9016363636363636,0.0938544327427029,11,data/segments/014_2025.03.06/segment_0003.wav,
014_2025.03.06,014_2025.03.06_segment_0004,19.182,22.987,3.8050000000000033,"Людей не перечесть вокруг, их множество на всей планете, один",0.8178000000000001,0.2006372071398744,10,data/segments/014_2025.03.06/segment_0004.wav,
014_2025.03.06,014_2025.03.06_segment_0005,22.987,26.792,3.805,"один знакомый и мой друг, и для общения целый круг.",0.9728,0.0405758548893304,10,data/segments/014_2025.03.06/segment_0005.wav,
014_2025.03.06,014_2025.03.06_segment_0006,26.832,30.257,3.4250000000000007,Но даже так на целом свете никто не видит твой недуг.,0.9445454545454546,0.0686372546600803,11,data/segments/014_2025.03.06/segment_0006.wav,
014_2025.03.06,014_2025.03.06_segment_0007,31.148,34.935,3.7870000000000026,"Никто не видит твои муки, никто не слышит тихий плач.",0.8869999999999999,0.073596497501202,10,data/segments/014_2025.03.06/segment_0007.wav,
014_2025.03.06,014_2025.03.06_segment_0008,35.015,37.56,2.5450000000000017,И в эти времена разрухи ты там,0.9645714285714284,0.0415325460446669,7,data/segments/014_2025.03.06/segment_0008.wav,
014_2025.03.06,014_2025.03.06_segment_0009,37.56,40.105,2.5449999999999946,"там слона, создаёшь из мухи.",0.873,0.1590958830391283,5,data/segments/014_2025.03.06/segment_0009.wav,
014_2025.03.06,014_2025.03.06_segment_0010,42.069,46.097,4.027999999999999,Ты сам придумываешь дилеммы и сам их не разберёшь.,0.8762222222222222,0.101749419872766,9,data/segments/014_2025.03.06/segment_0010.wav,
014_2025.03.06,014_2025.03.06_segment_0011,46.177,49.824,3.647,"Один решать будешь проблемы, как не печальна эта тема.",0.8980000000000001,0.1235748760873342,9,data/segments/014_2025.03.06/segment_0011.wav,
014_2025.03.06,014_2025.03.06_segment_0012,49.864,52.87,3.006,"Ты в одиночестве умрёшь, у мира такова система.",0.7893749999999999,0.3391126814412662,8,data/segments/014_2025.03.06/segment_0012.wav,
014_2025.03.06,014_2025.03.06_segment_0013,55.381,59.687,4.305999999999997,"Я люблю тебя жизнь, Конзатин Фанченкин.",0.8616666666666667,0.1170891398322947,6,data/segments/014_2025.03.06/segment_0013.wav,
014_2025.03.06,014_2025.03.06_segment_0014,59.787,63.832,4.045000000000002,"Я люблю тебя жизнь, что самого по себе и ненаво.",0.8504999999999999,0.1808051437321405,10,data/segments/014_2025.03.06/segment_0014.wav,
014_2025.03.06,014_2025.03.06_segment_0015,63.892,67.758,3.865999999999993,"Я люблю тебя жизнь, я люблю тебя снова и снова.",0.9496,0.0686880225690363,10,data/segments/014_2025.03.06/segment_0015.wav,
014_2025.03.06,014_2025.03.06_segment_0016,67.798,71.543,3.745000000000005,"Вот уж окна зажглись, я шагая с работы устала.",0.908,0.2099047402990223,9,data/segments/014_2025.03.06/segment_0016.wav,
014_2025.03.06,014_2025.03.06_segment_0017,71.603,75.168,3.565000000000012,"Я люблю тебя жизнь и хочу, чтобы ты лучше стала.",0.9789,0.0267309641510448,10,data/segments/014_2025.03.06/segment_0017.wav,
014_2025.03.06,014_2025.03.06_segment_0018,75.188,78.833,3.644999999999996,"Мне немало дано, шерсть за мне равняна морская.",0.79325,0.242319004619943,8,data/segments/014_2025.03.06/segment_0018.wav,
014_2025.03.06,014_2025.03.06_segment_0019,78.853,82.097,3.244,Мне известна давно бескорыстная дружба мужская.,0.8198333333333333,0.1025425115094547,6,data/segments/014_2025.03.06/segment_0019.wav,
014_2025.03.06,014_2025.03.06_segment_0020,82.077,85.583,3.506,"Звони каждого дня, как я счастлив, что нет покоя.",0.8414444444444444,0.1461421492170475,9,data/segments/014_2025.03.06/segment_0020.wav,
014_2025.03.06,014_2025.03.06_segment_0021,85.624,88.96000000000001,3.3360000000000127,"Есть любовь у меня, жизнь, ты знаешь,",0.7300000000000001,0.2050390206765531,7,data/segments/014_2025.03.06/segment_0021.wav,
014_2025.03.06,014_2025.03.06_segment_0022,88.96000000000001,92.296,3.3359999999999985,"знаешь, что это такое.",0.7225,0.2178018977572662,4,data/segments/014_2025.03.06/segment_0022.wav,
014_2025.03.06,014_2025.03.06_segment_0023,92.316,95.862,3.5459999999999923,"Как поют целови, полумрак, поцелуй на рассвете.",0.9355714285714284,0.0779761868411486,7,data/segments/014_2025.03.06/segment_0023.wav,
014_2025.03.06,014_2025.03.06_segment_0024,95.902,99.529,3.6269999999999953,И вершина любви — это чудо великое дети.,0.936125,0.0795369411028611,8,data/segments/014_2025.03.06/segment_0024.wav,
014_2025.03.06,014_2025.03.06_segment_0025,99.509,101.693,2.183999999999997,Вновь мы с ними пройдем.,0.8146000000000001,0.1525444197602783,5,data/segments/014_2025.03.06/segment_0025.wav,
014_2025.03.06,014_2025.03.06_segment_0026,101.713,104.038,2.325000000000003,"Детство, юность, вокзалы, причалы.",0.743,0.2025767344324943,4,data/segments/014_2025.03.06/segment_0026.wav,
014_2025.03.06,014_2025.03.06_segment_0027,104.098,107.484,3.385999999999996,"Будут внуки, потом все опять повторится с началом.",0.852125,0.1964015111230781,8,data/segments/014_2025.03.06/segment_0027.wav,
014_2025.03.06,014_2025.03.06_segment_0028,107.564,111.712,4.14800000000001,"Ах, как годы летят, мы грустим, сзину замечая.",0.802875,0.2337834391666172,8,data/segments/014_2025.03.06/segment_0028.wav,
014_2025.03.06,014_2025.03.06_segment_0029,111.772,115.178,3.405999999999992,"Жизнь, ты помнишь, солдат, что погибли тебя, защищая?",0.91775,0.0856717156192337,8,data/segments/014_2025.03.06/segment_0029.wav,
014_2025.03.06,014_2025.03.06_segment_0030,115.219,120.008,4.7890000000000015,"Так ликуй и вержись, в трубных звуках весеннего гимна.",0.8862222222222222,0.0917779627385814,9,data/segments/014_2025.03.06/segment_0030.wav,
014_2025.03.06,014_2025.03.06_segment_0031,120.048,122.412,2.3640000000000043,"Я люблю тебя, жизнь, и надеюсь, что это за имена.",0.7689999999999999,0.2362968942288963,10,data/segments/014_2025.03.06/segment_0031.wav,
014_2025.03.06,014_2025.03.06_segment_0032,128.838,133.02499999999998,4.186999999999983,"Мир вокруг стал тусклым, как забытая картина, на которой",0.9415555555555556,0.0511959742340916,9,data/segments/014_2025.03.06/segment_0032.wav,
014_2025.03.06,014_2025.03.06_segment_0033,133.02499999999998,137.212,4.187000000000012,"которой когда-то были яркие цвета, но теперь только смутные пятна.",0.8659000000000001,0.1007013737079423,10,data/segments/014_2025.03.06/segment_0033.wav,
014_2025.03.06,014_2025.03.06_segment_0034,139.215,141.8595,2.6444999999999936,"Сонное, безжизненное, словно я просыпаюсь только для того,",0.87575,0.0906070795089592,8,data/segments/014_2025.03.06/segment_0034.wav,
014_2025.03.06,014_2025.03.06_segment_0035,141.8595,144.504,2.6444999999999936,"того, чтобы снова погрузиться в пустоту.",0.8225000000000001,0.1589600578761847,6,data/segments/014_2025.03.06/segment_0035.wav,
014_2025.03.06,014_2025.03.06_segment_0036,144.524,147.649,3.125,"Все вокруг кажется далеким, чужим, и каждый шаг дается с трудом,",0.8189090909090908,0.2844839027240222,11,data/segments/014_2025.03.06/segment_0036.wav,
014_2025.03.06,014_2025.03.06_segment_0037,147.649,150.774,3.125,"трудом, как будто я тяну за собой тяжелую ножу.",0.9191111111111112,0.0704706400645766,9,data/segments/014_2025.03.06/segment_0037.wav,
014_2025.03.06,014_2025.03.06_segment_0038,150.794,154.761,3.966999999999985,"Но три пустота, которые не заполняются ничем, несмотря на усилия.",0.8295,0.1545130343297217,10,data/segments/014_2025.03.06/segment_0038.wav,
014_2025.03.06,014_2025.03.06_segment_0039,154.741,158.5365,3.795499999999976,"Слово больше не имеет смысла, а чувство сливается в один бесконечный шум,",0.801,0.2383019474990042,12,data/segments/014_2025.03.06/segment_0039.wav,
014_2025.03.06,014_2025.03.06_segment_0040,158.5365,162.332,3.795500000000004,"шум, не оставляя места для настоящего переживания.",0.927,0.0663952809568069,7,data/segments/014_2025.03.06/segment_0040.wav,
014_2025.03.06,014_2025.03.06_segment_0041,162.373,166.0285,3.6555000000000177,"Больше не хочется искать свет, потому что темнота стала привычной, и ты начинаешь",0.9566923076923076,0.0508549974853088,13,data/segments/014_2025.03.06/segment_0041.wav,
014_2025.03.06,014_2025.03.06_segment_0042,166.0285,169.684,3.655499999999989,"начинаешь верить, что так и будет всегда, что выхода нет.",0.9049,0.1230947692723871,10,data/segments/014_2025.03.06/segment_0042.wav,
014_2025.03.06,014_2025.03.06_segment_0043,169.704,173.159,3.454999999999984,"Все попытки лугнуться или поднять голову кажется бессмысленными, и каждый день",0.8404545454545453,0.1493662369053754,11,data/segments/014_2025.03.06/segment_0043.wav,
014_2025.03.06,014_2025.03.06_segment_0044,173.159,176.614,3.4550000000000125,"день это просто еще один момент, когда ты выживаешь, а не живешь.",0.84875,0.134998400663927,12,data/segments/014_2025.03.06/segment_0044.wav,
014_2025.03.06,014_2025.03.06_segment_0045,181.555,184.5,2.944999999999993,"Тени на стенах становятся все длиннее, и кажется,",0.6565,0.2307565197964543,8,data/segments/014_2025.03.06/segment_0045.wav,
014_2025.03.06,014_2025.03.06_segment_0046,184.5,187.445,2.944999999999993,"что они поглощают меня, как зубочий песок.",0.8979999999999999,0.0769978354674121,7,data/segments/014_2025.03.06/segment_0046.wav,
014_2025.03.06,014_2025.03.06_segment_0047,187.465,191.0205,3.555499999999995,"Все, что когда-то приносило радость, теперь кажется чуждым и ненастоящим,",0.891,0.1030555405810111,10,data/segments/014_2025.03.06/segment_0047.wav,
014_2025.03.06,014_2025.03.06_segment_0048,191.0205,194.576,3.555499999999995,"ненастоящим, как если бы я был зрителем собственной жизни.",0.9454444444444444,0.0553649508062436,9,data/segments/014_2025.03.06/segment_0048.wav,
014_2025.03.06,014_2025.03.06_segment_0049,194.616,198.112,3.4960000000000093,"Каждый день — это лишь повторение и бесконце, где нет ни целей,",0.6758333333333333,0.2677708767290468,12,data/segments/014_2025.03.06/segment_0049.wav,
014_2025.03.06,014_2025.03.06_segment_0050,198.112,201.608,3.495999999999981,"целей, ни смыслов, только вечная борьба собственной чажести.",0.872,0.1032583445261724,8,data/segments/014_2025.03.06/segment_0050.wav,
014_2025.03.06,014_2025.03.06_segment_0051,201.648,204.913,3.265000000000015,"Время перестает иметь значение, как и все остальное.",0.7855,0.2393037519853914,8,data/segments/014_2025.03.06/segment_0051.wav,
014_2025.03.06,014_2025.03.06_segment_0052,204.893,208.557,3.6639999999999873,Внутри меня ничего не отвлекается на мир за окном.,0.8463333333333334,0.184295279375246,9,data/segments/014_2025.03.06/segment_0052.wav,
014_2025.03.06,014_2025.03.06_segment_0053,208.598,211.902,3.3039999999999736,"Я словно застрял в своём теле, которое давно перестало чувствовать,",0.8936,0.088734560472356,10,data/segments/014_2025.03.06/segment_0053.wav,
014_2025.03.06,014_2025.03.06_segment_0054,211.902,215.206,3.304000000000002,"чувствовать, и в мыслях, которые блуждаю без цели.",0.840625,0.1561363300818505,8,data/segments/014_2025.03.06/segment_0054.wav,
014_2025.03.06,014_2025.03.06_segment_0055,215.246,219.271,4.025000000000006,"Всё становится туманным, и каждого пытка выброса из этого состояния",0.79,0.2764183624709312,10,data/segments/014_2025.03.06/segment_0055.wav,
014_2025.03.06,014_2025.03.06_segment_0056,219.271,223.296,4.024999999999977,"лишь иллюзия, которая исчезает в тот же момент, как появляется.",0.8667999999999999,0.2040478157469741,10,data/segments/014_2025.03.06/segment_0056.wav,
014_2025.03.06,014_2025.03.06_segment_0057,223.336,226.069,2.733000000000004,"Тишина вокруг заполняет пустоту внутри, и кажется,",0.917,0.1012324058787501,7,data/segments/014_2025.03.06/segment_0057.wav,
014_2025.03.06,014_2025.03.06_segment_0058,226.069,228.802,2.732999999999976,что так будет всегда.,0.9375,0.0557285085630924,4,data/segments/014_2025.03.06/segment_0058.wav,
014_2025.03.06,014_2025.03.06_segment_0059,232.552,236.1683333333333,3.61633333333333,"Чувствую себя стабильно, хорошо,",0.82725,0.204765516302591,4,data/segments/014_2025.03.06/segment_0059.wav,
014_2025.03.06,014_2025.03.06_segment_0060,236.1683333333333,239.78466666666668,3.6163333333333583,"хорошо, с более приподнятым настроением, наверное,",0.8926666666666666,0.1246012305985244,6,data/segments/014_2025.03.06/segment_0060.wav,
014_2025.03.06,014_2025.03.06_segment_0061,239.78466666666668,243.401,3.61633333333333,"наверное, и сфокусированным.",0.9286666666666666,0.0830321222981403,3,data/segments/014_2025.03.06/segment_0061.wav,
014_2025.03.06,014_2025.03.06_segment_0062,243.461,246.108,2.646999999999992,"Есть ли что-то, что помогает вам чувствовать себя немного",0.8666666666666667,0.1514686436197274,9,data/segments/014_2025.03.06/segment_0062.wav,
014_2025.03.06,014_2025.03.06_segment_0063,246.108,248.755,2.646999999999992,"немного лучше, или что-то, что ухудшает ваше состояние?",0.88525,0.1884665563359793,8,data/segments/014_2025.03.06/segment_0063.wav,
014_2025.03.06,014_2025.03.06_segment_0064,249.511,253.82366666666667,4.312666666666672,"помогает мне чувствовать себя лучше, это комфортные условия жизни,",0.8108888888888889,0.2177082017543462,9,data/segments/014_2025.03.06/segment_0064.wav,
014_2025.03.06,014_2025.03.06_segment_0065,253.82366666666667,258.13633333333337,4.312666666666701,"жизни, заинтересованность делом,",0.942,0.0671341939699882,3,data/segments/014_2025.03.06/segment_0065.wav,
014_2025.03.06,014_2025.03.06_segment_0066,258.13633333333337,262.449,4.312666666666644,"делом, какой-то баланс в целом.",0.8412,0.2387942629126587,5,data/segments/014_2025.03.06/segment_0066.wav,
014_2025.03.06,014_2025.03.06_segment_0067,262.469,266.7146666666667,4.245666666666693,"А то, что ухудшает мое состояние, это,",0.8614285714285714,0.1390741494585498,7,data/segments/014_2025.03.06/segment_0067.wav,
014_2025.03.06,014_2025.03.06_segment_0068,266.7146666666667,270.9603333333333,4.2456666666666365,"это, возможно, какие-то переживания или",0.909,0.051966335256587,5,data/segments/014_2025.03.06/segment_0068.wav,
014_2025.03.06,014_2025.03.06_segment_0069,270.9603333333333,275.206,4.245666666666693,"или неудобства, которые могут возникнуть.",0.9074,0.0623401957006873,5,data/segments/014_2025.03.06/segment_0069.wav,
014_2025.03.06,014_2025.03.06_segment_0070,275.226,278.07,2.843999999999994,"Вы замечаете, что ваше настроение изменилось в последнее время?",0.4897777777777778,0.3035744462968588,9,data/segments/014_2025.03.06/segment_0070.wav,
014_2025.03.06,014_2025.03.06_segment_0071,280.342,284.63375,4.291749999999979,"В принципе, если сравнивать",0.92325,0.1141559605685718,4,data/segments/014_2025.03.06/segment_0071.wav,
014_2025.03.06,014_2025.03.06_segment_0072,284.63375,288.9255,4.291750000000036,"сравнивать за последний месяц, скорее всего, нет, но я немножко более себя",0.9315,0.0843773989557953,12,data/segments/014_2025.03.06/segment_0072.wav,
014_2025.03.06,014_2025.03.06_segment_0073,288.9255,293.21725000000004,4.291750000000036,"себя устала чувствую, скорее всего, из-за весной акклиматизации,",0.8382499999999999,0.1780415280609715,8,data/segments/014_2025.03.06/segment_0073.wav,
014_2025.03.06,014_2025.03.06_segment_0074,293.21725000000004,297.509,4.291749999999979,"акклиматизации, авитаминоза и так далее.",0.5846,0.3594541695404297,5,data/segments/014_2025.03.06/segment_0074.wav,
014_2025.03.06,014_2025.03.06_segment_0075,297.569,302.517,4.947999999999979,"Чувствуете ли вы, что у вас есть энергия или силы справляться с повседневными задачами?",0.6966428571428571,0.2026089857308927,14,data/segments/014_2025.03.06/segment_0075.wav,
014_2025.03.06,014_2025.03.06_segment_0076,305.654,309.4185,3.764499999999998,"Вы часто думаете о том, что не сможете справиться с чем-то или что",0.8033076923076923,0.1819978867163868,13,data/segments/014_2025.03.06/segment_0076.wav,
014_2025.03.06,014_2025.03.06_segment_0077,309.4185,313.183,3.764499999999998,ничего не имеет смысла?,0.9315,0.0747819051197101,4,data/segments/014_2025.03.06/segment_0077.wav,
